original_text,original_score,original_perplexity,counterfactual_text,counterfactual_score,counterfactual_perplexity,found_flip,levenshtein_similarity_score
"when did the third digimon series begin? [SEP] unlike the two seasons before it and most of the seasons that followed, digimon tamers takes a darker and more realistic approach to its story featuring digimon who do not reincarnate after their deaths and more complex character development in the original japanese.",0.9969045519828796,61.91069030761719,"when did the third digimon series begin? [SEP] unlike the first two seasons before it and most of the seasons that followed, digimon tamers takes a darker and more realistic approach to its story featuring digimon who do not reincarnate after their deaths and more complex character development in the original japanese.",0.996951699256897,59.47434616088867,False,0.98125
"which missile batteries often have individual launchers several kilometres from one another? [SEP] when manpads is operated by specialists, batteries may have several dozen teams deploying separately in small sections; self-propelled air defence guns may deploy in pairs.",0.9950756430625916,137.7801971435547,"which missile batteries often have individual launchers several kilometres from one another? [SEP] when missile batteries is operated by specialists, they may have individual launchers deployed several kilometres apart; self-propelled air defence guns may deploy in pairs.",0.0041134264320135,78.14698791503906,True,0.7830882352941176
what two things does popper argue tarski's theory involves in an evaluation of truth? [SEP] he bases this interpretation on the fact that examples such as the one described above refer to two things: assertions and the facts to which they refer.,0.0085717933252453,79.53402709960938,what two things does popper argue tarski's theory involves in an evaluation of truth? [SEP] he bases this interpretation on the fact that examples such as the one described above refer to multiple aspects: assertions and interpretations.,0.0318760387599468,121.73249816894533,False,0.8408163265306122
"what is the name of the village 9 miles north of calafat where the ottoman forces attacked the russians? [SEP] on 31 december 1853, the ottoman forces at calafat moved against the russian force at chetatea or cetate, a small village nine miles north of calafat, and engaged them on 6 january 1854.",0.003137941006571,39.26969146728515,what is the name of the village 9 miles south of calafat where the ottoman forces attacked the russians?,0.1861720979213714,74.65372467041016,False,0.3434343434343434
"what famous palace is located in london? [SEP] london contains four world heritage sites: the tower of london; kew gardens; the site comprising the palace of westminster, westminster abbey, and st margaret's church; and the historic settlement of greenwich (in which the royal observatory, greenwich marks the prime meridian, 0° longitude, and gmt).",0.1596195250749588,84.16790008544922,"what famous palace is located in paris? [SEP] london contains four world heritage sites: the tower of london; kew gardens; the site comprising the palace of westminster, westminster abbey, and st margaret's church; and the historic settlement of greenwich (in which the royal observatory, greenwich marks the prime meridian, 0° longitude, and gmt).",0.997734308242798,96.1648406982422,True,0.982808022922636
"when is the term'german dialects' used in regard to the german language? [SEP] when talking about the german language, the term german dialects is only used for the traditional regional varieties.",0.0172279328107833,46.96826934814453,"when is the term'german dialects' used in regard to the german language? [SEP] when talking about the german language, the term french dialects is only used for the traditional regional varieties.",0.090321309864521,62.936336517333984,False,0.9693877551020408
"what was the name of the island the english traded to the dutch in return for new amsterdam? [SEP] at the end of the second anglo-dutch war, the english gained new amsterdam (new york) in north america in exchange for dutch control of run, an indonesian island.",0.0089931422844529,56.91699981689453,"what was the name of the island the english traded to the dutch in return for new amsterdam? [SEP] at the end of the second anglo-dutch war, the english gained new amsterdam (new york) in north america in exchange for dutch control of java, an indonesian island.",0.0077622071839869,54.35322570800781,False,0.9847328244274808
"how were the portuguese expelled from myanmar? [SEP] from the 1720s onward, the kingdom was beset with repeated meithei raids into upper myanmar and a nagging rebellion in lan na.",0.9940237402915956,196.64324951171875,"how were the portuguese expelled from myanmar? [SEP] from the 1720s onward, the kingdom was beset with repeated portuguese raids into upper myanmar and a nagging rebellion in lan na.",0.973614513874054,110.65519714355467,False,0.956043956043956
"what does the word'customer' properly apply to? [SEP] the bill also required rotation of principal maintenance inspectors and stipulated that the word ""customer"" properly applies to the flying public, not those entities regulated by the faa.",0.0037034717388451,116.49354553222656,"what does the word'customer' properly apply to? [SEP] the bill also required rotation of principal maintenance inspectors and stipulated that the word ""customer"" properly applies to the airline companies, not those entities regulated by the faa.",0.0036503719165921,118.77769470214844,False,0.946938775510204
"what did arsenal consider the yellow and blue colors to be after losing a fa cup final wearing red and white? [SEP] arsenal then competed in three consecutive fa cup finals between 1978 and 1980 wearing their ""lucky"" yellow and blue strip, which remained the club's away strip until the release of a green and navy away kit in 1982–83.",0.3212648928165436,120.88957977294922,"what did arsenal consider the yellow and blue colors to be after losing a fa cup final wearing red and white? [SEP] arsenal then competed in three consecutive fa cup finals between 1978 and 1980 wearing their ""unlucky"" yellow and blue strip, which remained the club's away strip until the release of a green and navy away kit in 1982–83.",0.1307209283113479,119.54471588134766,False,0.9940652818991098
"who starred in'true love'? [SEP] the show starred ted danson as dr. john becker, a doctor who operated a small practice and was constantly annoyed by his patients, co-workers, friends, and practically everything and everybody else in his world.",0.7975739240646362,131.85765075683594,who starred in'true love'? [SEP] the show starred ted danson as dr. john becker,0.1177291944622993,919.8855590820312,True,0.3237704918032786
"who was elected as the watch tower society's president in january of 1917? [SEP] his election was disputed, and members of the board of directors accused him of acting in an autocratic and secretive manner.",0.9973506927490234,61.761253356933594,"who was elected as the watch tower society's president in january of 1917? [SEP] his election was undisputed, and members of the board of directors praised him for acting in an open and collaborative manner.",0.9954012632369996,66.5540771484375,False,0.8792270531400966
"what do most open education sources offer? [SEP] the conventional merit-system degree is currently not as common in open education as it is in campus universities, although some open universities do already offer conventional degrees such as the open university in the united kingdom.",0.9938650727272034,105.06299591064452,"what do most open education sources offer? [SEP] the conventional merit-system degree is currently as common in open education as it is in campus universities, although some open universities do already offer conventional degrees such as the open university in the united kingdom.",0.9934400916099548,118.6415023803711,False,0.9859154929577464
