original_text,original_score,original_perplexity,counterfactual_text,counterfactual_score,counterfactual_perplexity,found_flip,levenshtein_similarity_score
"safe conduct, however ambitious and well-intentioned, fails to hit the entertainment bull's-eye.",0.0068448628298938274,72.9283447265625,"safe conduct, however ambitious and well-intentioned, fails to hit the entertainment bull's-popcorn hole with as much humor aseye.",0.006338693667203188,309.7111511230469,False,0.7384615384615385
an enchanting film that presents an audacious tour of the past and takes within its warm embrace the bounties of cultural artifacts inside st. petersburg's hermitage museum.,0.9996318817138672,139.3880157470703,an uninspired and not-so-entertaining film that presents an uninspired and unrealist portrait into the american-european family business.,0.001188992289826274,50.43972396850586,True,0.2658959537572254
despite the premise of a good story... it wastes all its star power on cliched or meaningless roles.,0.001309240236878395,86.74461364746094,"it fails to generate a sense of child-like amazement; it may very well be that it's more of a loser, but it's far more entertaining if you watch as an adult film.",0.4125607907772064,33.00463104248047,False,0.2901234567901234
this time kaufman's imagination has failed him.,0.0018699835054576397,200.135009765625,this was supposed to help kaufman's imagination has failed him.,0.001150313182733953,198.92811584472656,False,0.7142857142857143
u.s. audiences may find (attal and gainsbourg's) unfamiliar personas give the film an intimate and quaint reality that is a little closer to human nature than what hollywood typically concocts.,0.9834043383598328,176.74000549316406,"to have any respect for the memory of a fellow student of bologna, the pre-war rastriya vidyavihar was a school located nearer to the school, the nearest is the railway station of vilayet.",0.12198295444250107,94.29383087158203,True,0.20725388601036265
"a gimmick in search of a movie: how to get carvey into as many silly costumes and deliver as many silly voices as possible, plot mechanics be damned.",0.012466326355934143,135.96136474609375,"(el-successor conrail sold the old new york main route through utica, chenango and susquehanna valley in 1982 to cassville, susquehanna, and western railway.)",0.33867016434669495,304.13177490234375,False,0.24683544303797467
you'll have more fun setting fire to yourself in the parking lot.,0.2920796573162079,39.89476776123047,just don't set any fire to yourself in the parking lot.,0.04131148010492325,42.52797317504883,False,0.6923076923076923
what it lacks in originality it makes up for in intelligence and b-grade stylishness.,0.9993126392364502,33.3516845703125,what it lacks in originality it makes up for terrible intelligence and b-grade stylishness.,0.7988526821136475,64.9293441772461,False,0.9230769230769231
the sad thing about knockaround guys is its lame aspiration for grasping the coolness vibes when in fact the film isn't as flippant or slick as it thinks it is.,0.0014051573816686869,119.84727478027344,"but, the sad thing about knocking around is its timeless appeal as an aphorism.",0.2438299059867859,64.42852783203125,False,0.32499999999999996
"in the second half of the film, frei's control loosens in direct proportion to the amount of screen time he gives nachtwey for self-analysis.",0.15101288259029388,90.6918716430664,"in the second half of the film, frei's control loosens in a little proportion to the amount of screen time he gives nachtwey for self-analysis.",0.3987959325313568,94.1828842163086,False,0.951048951048951
it's hard to tell with all the crashing and banging where the salesmanship ends and the movie begins.,0.005869491025805473,59.13486099243164,it's just as hard to tell with all the crashing and banging where the salesmanship ends and the movie begins.,0.0032667650375515223,63.92055130004883,False,0.926605504587156
"`` antwone fisher'' is an earnest, by-the-numbers effort by washington.",0.999302864074707,220.97833251953125,"`` antwone fisher'' is an earnest, by-no--numbers effort by washington.",0.9966949224472046,766.4382934570312,False,0.9577464788732395
"the kooky yet shadowy vision clooney sustains throughout is daring, inventive and impressive.",0.9997397065162659,945.7586059570312,a bizarre cinematic confection with bizarre diatonic rainbow vision-that somehow doesn't make this less boring or more interesting in.,0.003106312360614538,282.9808044433594,True,0.24626865671641796
a compelling journey... and `` his best friend remembers'' is up there with the finest of specials.,0.999625563621521,344.45758056640625,a compelling journey... and `` his best friend remembers'' is nowhere with the finest of specials.,0.1343543529510498,762.9410400390625,True,0.9595959595959596
"rather quickly, the film falls into a soothing formula of brotherly conflict and reconciliation.",0.8846651315689087,108.54732513427734,"fortunately, the film falls directly into the historical perspective, although with a somewhat lower budget.",0.9491304755210876,47.49791717529297,False,0.32407407407407407
but even a hero can stumble sometimes.,0.07111885398626328,298.2001647949219,but even the worst a hero can stumble sometimes.,0.052924610674381256,270.959716796875,False,0.7916666666666666
"cantet perfectly captures the hotel lobbies, two-lane highways, and roadside cafes that permeate vincent's days",0.9994112253189087,223.89329528808594,"it's awful form art drivel, and a bit boring, a bit slow, a bit heavy, and the story is supposed to be funny, it's not, not a single laugh in the theatre(perhaps for josé garcia and gérard depardieu).",0.0009203391382470727,62.58586502075195,True,0.22999999999999998
an irresistible combination of a rousing good story set on a truly grand scale.,0.999764621257782,121.65103149414062,an irresistible combination of a bland and dull good story set on a truly grand scale.,0.9894697666168213,146.45416259765625,False,0.8488372093023255
"not so much funny as aggressively sitcom-cute, it's full of throwaway one-liners, not-quite jokes, and a determined tv amiability that allen personifies.",0.034429050981998444,140.05999755859375,"not so much funny as insipid sitcom-cute, it's full of throwaway one-liners, not-quite jokes, and a determined tv amiability that allen personifies.",0.01725791022181511,108.93876647949219,False,0.934640522875817
frida's artistic brilliance is undeniable -- it's among the most breathtakingly designed films i've ever seen.,0.9996682405471802,67.82008361816406,frida's artistic brilliance is undeniable -- it's among the most breathtakingly filmed films i've ever seen.,0.9996732473373413,64.88069915771484,False,0.9545454545454546
i whole-heartedly recommend that everyone see this movie -- for its historical significance alone.,0.9994288086891174,81.03860473632812,"my advice: avoid this one at all costs, especially at the terribly funny ending.",0.014724455773830414,64.07129669189453,True,0.24489795918367352
