original_text,original_score,original_perplexity,counterfactual_text,counterfactual_score,counterfactual_perplexity,found_flip,levenshtein_similarity_score
hide new secretions from the parental units ,0.0111414920538663,1854.731201171875,share new secretions with the parental units,0.4974414706230163,2435.761474609375,False,0.8181818181818181
"contains no wit, only labored gags ",0.0014125293819233,560.68310546875,"contains wit, not just labored gags",0.999010682106018,452.2880554199219,True,0.6857142857142857
that loves its characters and communicates something rather beautiful about human nature ,0.9996463060379028,398.4111328125,that despises its characters and communicates something rather dismal about human nature,0.0012466885382309,277.6129455566406,True,0.8314606741573034
remains utterly satisfied to remain the same throughout ,0.0589991174638271,833.88037109375,remains utterly satisfied and delighted to remain the same throughout,0.9955081939697266,365.1318664550781,True,0.782608695652174
on the worst revenge-of-the-nerds clichés the filmmakers could dredge up ,0.0018713669851422,86.02513122558594,on the best revenge-of-the-nerds clichés the filmmakers could celebrate,0.825935959815979,123.8817367553711,True,0.8356164383561644
that's far too tragic to merit such superficial treatment ,0.001783306361176,424.96820068359375,that's far too dramatic to merit such superb treatment,0.0116727482527494,262.8521728515625,False,0.8103448275862069
"demonstrates that the director of such hollywood blockbusters as patriot games can still turn out a small, personal film with an emotional wallop. ",0.9992849230766296,162.99017333984375,"demonstrates that the director of such hollywood blockbusters as patriot games can still turn out a small, personal film with an emotional disappointment.",0.1415524631738662,177.04071044921875,True,0.9155844155844156
of saucy ,0.998012900352478,228.8802490234375,of bland,0.0014885277487337,449369.65625,True,0.3333333333333333
a depressed fifteen-year-old's suicidal poetry ,0.0048453956842422,215.03176879882812,a hopeful fifteen-year-old's inspiring poetry,0.9995842576026917,176.98179626464844,True,0.6808510638297872
are more deeply thought through than in most ` right-thinking' films ,0.995376467704773,295.5247802734375,are less deeply thought through than in most `right-thinking' films,0.013483908958733,127.69696044921876,True,0.9130434782608696
goes to absurd lengths ,0.0034087384119629,592.4208374023438,goes to impressive lengths,0.9977411031723022,581.43212890625,True,0.6153846153846154
for those moviegoers who complain that ` they don't make movies like they used to anymore ,0.1173953339457511,89.73933410644531,for those moviegoers who rejoice that ` they still make movies like they used to ,0.9945955872535706,227.9370574951172,True,0.7666666666666666
"the part where nothing's happening, ",0.006092264316976,237.0429229736328,"the part where everything's happening,",0.9904870390892028,109.05517578125,True,0.8421052631578947
saw how bad this movie was ,0.000794839055743,138.4632568359375,saw how good this movie was,0.9996421337127686,65.16088104248047,True,0.8518518518518519
lend some dignity to a dumb story ,0.0024028313346207,783.359619140625,lend some charm to a simple story,0.9983652234077454,344.1456298828125,True,0.6176470588235294
the greatest musicians ,0.9994075298309326,14101.9658203125,the worst musicians,0.0010765873594209,21648.673828125,True,0.6956521739130435
cold movie ,0.0011769913835451,10945.3779296875,heartwarming movie,0.9996992349624634,11916.23828125,True,0.2777777777777778
with his usual intelligence and subtlety ,0.999021291732788,222.05349731445312,with his usual lack of intelligence and subtlety,0.0018430621130391,60.41701126098633,True,0.8125
redundant concept ,0.0007886280072852,1561.6444091796875,innovative concept,0.9995846152305604,4976.4931640625,True,0.3888888888888888
"swimming is above all about a young woman's face, and by casting an actress whose face projects that woman's doubts and yearnings, it succeeds. ",0.999450981616974,120.75067901611328,"swimming is above all about a young woman's face, and by casting an actress whose face fails to project that woman's doubts and yearnings, it disappoints.",0.0175890401005744,111.4279327392578,True,0.8701298701298701
equals the original and in some ways even betters it ,0.9986453652381896,135.24343872070312,equals the original and in some ways even worsens it,0.0015699905343353,66.2602767944336,True,0.8867924528301887
"if anything, see it for karen black, who camps up a storm as a fringe feminist conspiracy theorist named dirty dick. ",0.9971458315849304,445.5126037597656,"if anything, avoid it because of karen black, who ruins the film as a fringe feminist conspiracy theorist named dirty dick.",0.0011386284604668,283.2906494140625,True,0.7804878048780488
a smile on your face ,0.99969482421875,232.28758239746097,a frown on your face,0.009714943356812,220.39491271972656,True,0.7142857142857143
"comes from the brave, uninhibited performances ",0.9996904134750366,511.9875793457031,"comes from the timid, uninspiring performances",0.0021643373183906,169.33311462402344,True,0.7446808510638299
excruciatingly unfunny and pitifully unromantic ,0.0007585403509438,124.05333709716795,excruciatingly funny and delightfully romantic,0.999716579914093,118.33432006835938,True,0.7708333333333334
