original_text,original_score,original_perplexity,counterfactual_text,counterfactual_score,counterfactual_perplexity,found_flip,levenshtein_similarity_score
hide new secretions from the parental units ,0.011141492053866386,1854.731201171875,unlock new secretions from the parental units,0.819233775138855,1729.28271484375,True,0.8444444444444444
"contains no wit, only labored gags ",0.0014125293819233775,560.68310546875,"contains no crude, only labored gags",0.01345172431319952,873.2705078125,False,0.8333333333333334
that loves its characters and communicates something rather beautiful about human nature ,0.9996463060379028,398.4111328125,that loves its characters and understandss something rather beautiful about human nature,0.9994208812713623,552.3915405273438,False,0.8651685393258427
remains utterly satisfied to remain the same throughout ,0.05899911746382713,833.88037109375,remains utterly proud to remain the same throughout,0.9977565407752991,771.25927734375,True,0.8392857142857143
on the worst revenge-of-the-nerds clichés the filmmakers could dredge up ,0.001871366985142231,86.02513122558594,on the finest revenge-of-the-nerds cliches the filmmakers could dredge up,0.7937554717063904,57.14030838012695,True,0.9178082191780822
that's far too tragic to merit such superficial treatment ,0.0017833063611760736,424.96820068359375,that's far too tragic to require such superficial treatment,0.020368892699480057,288.9853820800781,False,0.8983050847457628
"demonstrates that the director of such hollywood blockbusters as patriot games can still turn out a small, personal film with an emotional wallop. ",0.9992849230766296,162.99017333984375,"demonstrates that the director of such hollywood blockbusters as patriot games doesn still turn out a small, personal film with an emotional wallop.",0.5296217799186707,296.3508605957031,False,0.9662162162162162
of saucy ,0.998012900352478,228.8802490234375,of sauty,0.0029639587737619877,36239.1796875,True,0.7777777777777778
a depressed fifteen-year-old's suicidal poetry ,0.0048453956842422485,215.03176879882812,a depressed fifteen-year-old's radical poetry,0.08338552713394165,149.810302734375,False,0.8723404255319149
are more deeply thought through than in most ` right-thinking' films ,0.995376467704773,295.5247802734375,are more not thought through than in most ` right-thinking' films,0.0019056694582104683,350.1369934082031,True,0.8985507246376812
goes to absurd lengths ,0.003408738411962986,592.4208374023438,goes to certain lengths,0.31684768199920654,299.7444763183594,False,0.6521739130434783
for those moviegoers who complain that ` they don't make movies like they used to anymore ,0.11739533394575119,89.73933410644531,for those moviegoers who complain that otherwise they don't make movies like they used to anymore,0.9192518591880798,69.26068115234375,True,0.8969072164948454
"the part where nothing's happening, ",0.00609226431697607,237.0429229736328,"the part where perfect's happening,",0.9986997842788696,995.4020385742188,True,0.7777777777777778
saw how bad this movie was ,0.0007948390557430685,138.4632568359375,saw how right this movie was,0.9992801547050476,243.63815307617188,True,0.7857142857142857
lend some dignity to a dumb story ,0.002402831334620714,783.359619140625,lend some dignity to a smart story,0.9983225464820862,573.088623046875,True,0.8235294117647058
the greatest musicians ,0.9994075298309326,14101.9658203125,the worst musicians,0.0010765873594209552,21648.673828125,True,0.6956521739130435
cold movie ,0.0011769913835451007,10945.3779296875,warm movie,0.9997192025184631,21855.8046875,True,0.5454545454545454
with his usual intelligence and subtlety ,0.9990212917327881,222.05349731445312,with his usual intelligence and molety,0.5613515377044678,1756.3701171875,False,0.8780487804878049
redundant concept ,0.0007886280072852969,1561.6444091796875,a concept,0.9964790940284729,22605.8671875,True,0.5
"swimming is above all about a young woman's face, and by casting an actress whose face projects that woman's doubts and yearnings, it succeeds. ",0.9994509816169739,120.75067901611328,"swimming is above all about a young woman's face, and by casting an actress whose face projects that woman's doubts and yearnings, it fails.",0.005638549569994211,116.86041259765625,True,0.9444444444444444
equals the original and in some ways even betters it ,0.9986453652381897,135.24343872070312,equals the original and in some ways even worses it,0.0011956235393881798,224.4329833984375,True,0.8867924528301887
"if anything, see it for karen black, who camps up a storm as a fringe feminist conspiracy theorist named dirty dick. ",0.9971458315849304,445.5126037597656,"if anything, see it for karen black, who camps up a vacuum as a fringe feminist conspiracy theorist named dirty dick.",0.09110348671674728,547.9166870117188,True,0.9487179487179487
a smile on your face ,0.99969482421875,232.28758239746094,a smirk on your face,0.8207377791404724,79.11029052734375,False,0.8571428571428572
"comes from the brave, uninhibited performances ",0.9996904134750366,511.9875793457031,"comes from the weak, uninhibited performances",0.002592124044895172,239.45440673828125,True,0.8936170212765957
excruciatingly unfunny and pitifully unromantic ,0.0007585403509438038,124.05333709716797,excruciatingly unfunny and pit deliciously unromantic,0.002561065834015608,182.69996643066406,False,0.8301886792452831
enriched by an imaginatively mixed cast of antic spirits ,0.9995892643928528,2458.61865234375,enriched by an illly mixed cast of antic spirits,0.04349672421813011,2754.53857421875,True,0.8070175438596492
"which half of dragonfly is worse: the part where nothing's happening, or the part where something's happening ",0.0014676849823445082,112.8331527709961,"which half of dragonfly is stronger: the part where nothing's happening, or the part where something's happening",0.13961118459701538,99.5486068725586,False,0.9375
in world cinema ,0.9867087602615356,8784.0869140625,ina cinema,0.0035810049157589674,278113.8125,True,0.5625
very good viewing alternative ,0.9996094107627869,6941.38671875,very good viewing cost,0.9780772924423218,6239.76025390625,False,0.6333333333333333
"the plot is nothing but boilerplate clichés from start to finish, ",0.000967630126979202,77.0287094116211,"the plot is nothing but hiplate cliches from start to finish,",0.002166296821087599,161.2775115966797,False,0.8939393939393939
the action is stilted ,0.001287916791625321,204.8141632080078,the action is.ted,0.9931102991104126,5289.49365234375,True,0.7272727272727273
on all cylinders ,0.9977726340293884,3381.5390625,onem cylinders,0.25232407450675964,93837.6875,True,0.7058823529411764
"will find little of interest in this film, which is often preachy and poorly acted ",0.0008293055579997599,76.67237091064453,"will find little of interest in this film, which is often preachy and good acted",0.5751693248748779,85.21435546875,True,0.9397590361445783
by far the worst movie of the year ,0.0008166669285856187,65.53596496582031,by far the most movie of the year,0.9989885687828064,54.50688171386719,True,0.9142857142857143
"sit through, ",0.1533210277557373,1124.3555908203125,"on through,",0.9943960905075073,701.0645141601562,True,0.6923076923076923
more than another `` best man'' clone by weaving a theme throughout this funny film ,0.9997300505638123,1560.2972412109375,more than another ` ` best man'' clone by weaving a theme throughout this old film,0.9384332895278931,1511.57958984375,False,0.9166666666666666
it's about issues most adults have to face in marriage and i think that's what i liked about it -- the real issues tucked between the silly and crude storyline ,0.998995840549469,157.78306579589844,it's about issues most adults have to face in marriage and i think that's what i liked about it -- the real issues tucked between the whole and crude storyline,0.9971342086791992,150.02261352539062,False,0.96875
oblivious to the existence of this film ,0.006914484314620495,384.43878173828125,aware to the existence of this film,0.9639317393302917,71.45932006835938,True,0.75
"the entire point of a shaggy dog story, of course, is that it goes nowhere, and this is classic nowheresville in every sense. ",0.001811989233829081,79.38542938232422,"the entire point of a shaggy dog story, of course, is that it goes funny, and this is classic nowheresville in every sense.",0.22659717500209808,88.83507537841797,False,0.9365079365079365
sometimes dry ,0.00885128602385521,9953.3330078125,sometimes cool,0.9965147376060486,8417.986328125,True,0.7142857142857143
"as they come, already having been recycled more times than i'd care to count ",0.003631981322541833,142.34759521484375,"as they come, already having been saved more times than i'd care to count",0.9944828748703003,80.50486755371094,True,0.9090909090909091
"covers this territory with wit and originality, suggesting that with his fourth feature ",0.9996022582054138,302.0918273925781,"covers this territory with brush and originality, suggesting that with his fourth feature",0.9982075691223145,408.9688415527344,False,0.9325842696629214
a $ 40 million version of a game ,0.0294207613915205,588.0354614257812,a $ 40 successful version of a game,0.9945693016052246,824.8840942382812,True,0.6857142857142857
gorgeous and deceptively minimalist ,0.999562680721283,134.25592041015625,gorgeous and decionly minimalist,0.9967840909957886,1447.1341552734375,False,0.8333333333333334
cross swords with the best of them and ,0.9973702430725098,146.78890991210938,crossed with the best of them and,0.4486910402774811,29.843149185180664,True,0.8205128205128205
as a fringe feminist conspiracy theorist ,0.11836934834718704,527.878173828125,as a new feminist conspiracy theorist,0.9783345460891724,271.8647766113281,True,0.8536585365853658
"proves once again he hasn't lost his touch, bringing off a superb performance in an admittedly middling film. ",0.9994921684265137,86.9886245727539,"proves once again he hasn't lost his touch, bringing off a superb performance in an admittedly mid worst film.",0.9842666983604431,129.7547149658203,False,0.9363636363636364
disappointments ,0.001361264381557703,210.7666015625,s,0.8041659593582153,,True,0.0625
the horrors ,0.007797414902597666,33994.60546875,the shrine,0.9856406450271606,73025.3984375,True,0.41666666666666663
a muddle splashed with bloody beauty as vivid as any scorsese has ever given us. ,0.9987008571624756,193.31314086914062,a muddle stained with bloody beauty as vivid as any scorsese has ever given us.,0.994310736656189,247.31504821777344,False,0.9382716049382716
many pointless ,0.0007933147135190666,31314.341796875,many!,0.9858976602554321,1081.0831298828125,True,0.2666666666666667
a beautifully ,0.9997394680976868,20338.771484375,a?,0.15705958008766174,603.3709106445312,True,0.0714285714285714
"contrived, well-worn situations ",0.0019076440948992968,710.2486572265625,"contrived, well-handled situations",0.9977460503578186,290.36236572265625,True,0.7647058823529411
a doa ,0.0026135090738534927,771.7062377929688,a do!,0.9981672763824463,1591.247314453125,True,0.6666666666666667
poor ben bratt couldn't find stardom if mapquest emailed him point-to-point driving directions. ,0.005472532939165831,369.8515625,(ben bratt couldn't find stardom if mapquest emailed him point-to-point driving directions.,0.02257673442363739,299.7330627441406,False,0.9375
to be as subtle and touching as the son's room ,0.9978052973747253,275.62677001953125,to be as subtle and small as the son's room,0.02909582108259201,136.06350708007812,True,0.8085106382978724
starts with a legend ,0.9714970588684082,669.0331420898438,starts with a none,0.003706627758219838,486.0032653808594,True,0.7142857142857143
far less sophisticated and ,0.001747463014908135,1284.808837890625,farre sophisticated and,0.9990736246109009,23794.947265625,True,0.8148148148148149
rich veins of funny stuff in this movie ,0.9997259974479675,685.2091064453125,rich veins of wrong stuff in this movie,0.0036800680682063103,682.7780151367188,True,0.875
no apparent joy ,0.001898710266686976,19086.51171875,no absent joy,0.9556417465209961,35082.875,True,0.6875
shot on ugly digital video ,0.002313881181180477,3496.204833984375,shot on full digital video,0.7928466200828552,506.32440185546875,True,0.8518518518518519
... a sour little movie at its core; an exploration of the emptiness that underlay the relentless gaiety of the 1920's... the film's ending has a `` what was it all for?'' ,0.0026255494449287653,105.60478973388672,.. a sour little movie at its core; an exploration of the possibilities that underlay the relentless gaiety of the 1920's... the film's ending has a ` ` what was it all for?'',0.00497082993388176,114.41552734375,False,0.92
"though ford and neeson capably hold our interest, but its just not a thrilling movie ",0.0019049104303121567,674.7825317382812,"though ford and neeson capably hold our interest, but its just not a thrilling ]",0.0026557797100394964,830.4824829101562,False,0.9294117647058824
is pretty damned funny. ,0.9997300505638123,215.5272674560547,is pretty bad funny.,0.0061398521065711975,1000.1908569335938,True,0.7916666666666666
we never feel anything for these characters ,0.0025786133483052254,399.30120849609375,we' feel anything for these characters,0.9990725517272949,345.57135009765625,True,0.8409090909090909
's a lousy one at that ,0.0009835745440796018,225.77198791503906,"' s a,sy one at that",0.992784857749939,517.0038452148438,True,0.7391304347826086
the corporate circus that is the recording industry in the current climate of mergers and downsizing ,0.04011299088597298,99.84971618652344,the corporate wonder that is the recording industry in the current climate of mergers and downsizing,0.9703614711761475,79.7633056640625,True,0.9306930693069306
"the storylines are woven together skilfully, the magnificent swooping aerial shots are breathtaking, and the overall experience is awesome. ",0.9997519850730896,67.2388687133789,"the storylines are woven together skilfully, the magnificent swooping aerial shots are breathtaking, and the overall experience is overwhelming.",0.9996798038482666,57.24642562866211,False,0.9236111111111112
of the most highly-praised disappointments i ,0.001289324602112174,228.55612182617188,of the most highly-praised graces i,0.9988493919372559,141.61973571777344,True,0.7111111111111111
"sounds like a cruel deception carried out by men of marginal intelligence, with reactionary ideas about women and a total lack of empathy. ",0.0013283051084727049,103.89786529541016,"sounds like a cruel deception carried out by men of marginal intelligence, with reactionary ideas about women and a total lack of prejudice.",0.0025049459654837847,116.3006820678711,False,0.9357142857142857
seem fresh ,0.9990791082382202,15827.966796875,seem mean,0.0014160594437271357,3044.27783203125,True,0.5454545454545454
to the dustbin of history ,0.002590394113212824,79.4092025756836,to the lightbin of history,0.9863665699958801,636.127197265625,True,0.8076923076923077
"as a director, eastwood is off his game ",0.0021271584555506706,813.8228149414062,"as a director, eastwood is up his game",0.9992617964744568,423.53289794921875,True,0.9
pays earnest homage to turntablists ,0.9992052912712097,665.1146850585938,pays earnest insult to turntablists,0.0076725659891963005,1221.6519775390625,True,0.8055555555555556
weak and ,0.0015580834588035941,414.5363464355469,good and,0.999713122844696,36.08323287963867,True,0.4444444444444444
"skip this dreck, ",0.002970732981339097,674.7085571289062,"see this dreck,",0.0070417593233287334,408.7995910644531,False,0.7647058823529411
contains very few laughs and even less surprises ,0.0008992857183329761,488.6286315917969,contains very few laughs and even less),0.0027056823018938303,309.76654052734375,False,0.7755102040816326
film to affirm love's power to help people endure almost unimaginable horror ,0.999329686164856,359.6234436035156,film to affirm love's power to help people endure almost unimaginable?,0.9864571690559387,367.26605224609375,False,0.8961038961038961
are an absolute joy ,0.9995495676994324,925.990478515625,are an absolute cry,0.007398614194244146,1516.32470703125,True,0.85
", like life, isn't much fun without the highs and lows ",0.019270624965429306,82.93331909179688," like life, isn't much been without the highs and lows",0.9910098314285278,152.53379821777344,True,0.9090909090909091
based on a true and historically significant story ,0.9996700286865234,255.24234008789062,based on a true and not significant story,0.011006743647158146,337.5068054199219,True,0.7647058823529411
well-rounded tribute ,0.9996476173400879,6518.982421875,well-rounded loss,0.022011244669556618,3009.175537109375,True,0.6190476190476191
", though many of the actors throw off a spark or two when they first appear, they can't generate enough heat in this cold vacuum of a comedy to start a reaction. ",0.001511356676928699,83.01209259033203," though many of the actors throw off a spark or two when they first appear, they can't generate too heat in this cold vacuum of a comedy to start a reaction.",0.011946780607104301,100.17395782470703,False,0.9567901234567902
so much like a young robert deniro ,0.9990806579589844,1194.0701904296875,so much not a young robert deniro,0.00817255862057209,2068.034912109375,True,0.8571428571428572
"khouri manages, with terrific flair, to keep the extremes of screwball farce and blood-curdling family intensity on one continuum. ",0.9996159076690674,271.32781982421875,"khouri fails, with terrific flair, to keep the extremes of screwball farce and blood-curdling family intensity on one continuum.",0.027513552457094193,289.5604248046875,True,0.9541984732824428
fashioning an engrossing entertainment out ,0.9994465708732605,808.3259887695312,fashioning an engeaning entertainment out,0.9642260074615479,2633.33935546875,False,0.8837209302325582
spiffy animated feature ,0.9989894032478333,1599.97265625,spendy animated feature,0.008153730072081089,1717.4173583984375,True,0.8333333333333334
that's so sloppily written and cast that you can not believe anyone more central to the creation of bugsy than the caterer ,0.0010031601414084435,152.35745239257812,that's so enoppily written and cast that you can not believe anyone more central to the creation of bugsy than the caterer,0.9752019047737122,287.84185791015625,True,0.975609756097561
"alternating between facetious comic parody and pulp melodrama, this smart-aleck movie... tosses around some intriguing questions about the difference between human and android life ",0.9994041919708252,126.6384048461914,"alternating between facetious comic parody and pulp melodrama, this smart-aleck movie... tosses around some old questions about the difference between human and android life",0.9620519280433655,121.86717987060547,False,0.9392265193370166
strung-together moments ,0.010448388755321503,1722.93603515625,you-together moments,0.9988299012184143,1876.69873046875,True,0.75
", generous and subversive artworks ",0.9992677569389343,1721.7515869140625, obscene and subversive artworks,0.002990944078192115,171.08399963378906,True,0.7142857142857143
"it doesn't follow the stale, standard, connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world ",0.9989493489265442,52.46261978149414,"it doesn't fit the stale, standard, connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world",0.00284428708255291,43.99573516845703,True,0.9627329192546584
funny yet ,0.9993575215339661,3306.480712890625, yet,0.48418188095092773,,True,0.4
overbearing and over-the-top ,0.00201424234546721,71.28143310546875,overviewaring and over-the-top,0.009752769023180008,155.05047607421875,False,0.8666666666666667
it's robert duvall! ,0.9980864524841309,601.9808349609375,it's without duvall!,0.0914534404873848,1151.04736328125,True,0.65
rich and sudden wisdom ,0.9996751546859741,8566.892578125,rich and sudden?,0.9983514547348022,2156.968017578125,False,0.6521739130434783
"acted and directed, it's clear that washington most certainly has a new career ahead of him ",0.9995521903038025,135.01031494140625,"acted and directed, it's clear that washington most certainly has a new career down of him",0.04900756850838661,210.0311279296875,True,0.9347826086956522
