original_text,original_score,original_perplexity,counterfactual_text,counterfactual_score,counterfactual_perplexity,found_flip,levenshtein_similarity_score
hide new secretions from the parental units ,0.011141492053866386,1854.731201171875,hide all secretions from the parental units,0.009430069476366043,810.1314086914062,False,0.9090909090909091
"contains no wit, only labored gags ",0.0014125293819233775,560.68310546875,but these are nitpicks in the way they describe and the plot runs like a poor edition of teletubbies gags,0.0006224446115083992,103.2125244140625,False,0.21904761904761905
that loves its characters and communicates something rather beautiful about human nature ,0.9996463060379028,398.4111328125,"like love'em, doesn't it",0.9993498921394348,222.66635131835938,False,0.1797752808988764
remains utterly satisfied to remain the same throughout ,0.05899910628795624,833.88037109375,remains not utterly satisfied to remain the same throughout.,0.0021731602028012276,236.00982666015625,False,0.9166666666666666
on the worst revenge-of-the-nerds clichés the filmmakers could dredge up ,0.001871366985142231,86.02513122558594,on the worst revenge-of-the-nerds clichés empty could dredge up,0.004236516542732716,146.21209716796875,False,0.821917808219178
that's far too tragic to merit such superficial treatment ,0.0017833063611760736,424.96820068359375,"empty severe, it's far tragic, to not deserve such high regard. treatment",0.006790852174162865,592.7330932617188,False,0.4657534246575342
"demonstrates that the director of such hollywood blockbusters as patriot games can still turn out a small, personal film with an emotional wallop. ",0.9992849230766296,162.99017333984375,"demonstrates not the director of such hollywood blockbusters as patriot games can still turn out a small, personal film with an emotional wallop.",0.653936505317688,192.72279357910156,False,0.9727891156462585
of saucy ,0.998012900352478,228.8802490234375,a man is,0.9756870269775391,358.0133972167969,False,0.2222222222222222
a depressed fifteen-year-old's suicidal poetry ,0.0048453956842422485,215.03176879882812,"not one to take lightly, nor sleep under two minutes, neither to laugh at one point with the loud, exaggerated voice over the shoulder.",0.22252711653709412,116.69976043701172,False,0.1777777777777778
are more deeply thought through than in most ` right-thinking' films ,0.995376467704773,295.5247802734375,are more deeply thought through than in empty many good -thinking' films,0.9881494045257568,1051.5947265625,False,0.8055555555555556
goes to absurd lengths ,0.003408738411962986,592.4208374023438,goes nowhere absurd lengths,0.007527725771069527,42348.5078125,False,0.7407407407407407
for those moviegoers who complain that ` they don't make movies like they used to anymore ,0.11739531904459,89.73933410644531,empty for those moviegoers who complain that if they didn't likeacting make movies like they used to anymore,0.010207965038716793,162.9326629638672,False,0.7962962962962963
"the part where nothing's happening, ",0.00609226431697607,237.0429229736328,"the part where he's just not there, nothing.",0.0020281835459172726,66.59807586669922,False,0.4545454545454546
saw how bad this movie was ,0.0007948390557430685,138.4632568359375,saw how well this movie was,0.999327540397644,78.33868408203125,True,0.8148148148148149
lend some dignity to a dumb story ,0.002402831334620714,783.359619140625,and nobody cared about her.,0.00206568231806159,84.49732971191406,False,0.2941176470588235
the greatest musicians ,0.9994075298309326,14101.9658203125,the worst musicians,0.0010765873594209552,21648.673828125,True,0.6956521739130435
cold movie ,0.0011769908014684916,10945.3779296875,"good, fast-paced movie",0.9997637867927551,76.02631378173828,True,0.31818181818181823
with his usual intelligence and subtlety ,0.9990212917327881,222.05349731445312,with his mediocre intelligence and subtlety,0.0017152929212898016,273.7646789550781,True,0.7906976744186046
redundant concept ,0.0007886276580393314,1561.6444091796875,no one concept,0.02596750296652317,9919.01171875,False,0.5
"swimming is above all about a young woman's face, and by casting an actress whose face projects that woman's doubts and yearnings, it succeeds. ",0.9994509816169739,120.75067901611328,"swimming is above all about a young woman's face, and by casting an actress whose face projects that doesn't turn out's doubts and yearnings, it succeeds.",0.9992314577102661,165.5261993408203,False,0.9025974025974026
equals the original and in some ways even betters it ,0.9986453652381897,135.24343872070312,equals the original and in some ways even betters it,0.9986453652381897,82.19573211669922,False,0.9811320754716981
"if anything, see it for karen black, who camps up a storm as a fringe feminist conspiracy theorist named dirty dick. ",0.9971458315849304,445.5126037597656,"oh, if nothing else, see it for karen black, who rides on a storm as a fringe character motivation for her to storm out of her home.",0.9937533736228943,105.25167846679688,False,0.5378787878787878
a smile on your face ,0.99969482421875,232.28758239746094,"but i prefer to, you know, empty smile on your face.",0.02219441905617714,74.20523834228516,True,0.3653846153846154
"comes from the brave, uninhibited performances ",0.9996904134750366,511.9875793457031,"the story comes from the brave, uninhibited performances",0.9996683597564697,181.4537353515625,False,0.8035714285714286
excruciatingly unfunny and pitifully unromantic ,0.0007585403509438038,124.05333709716797,excruciatingly hilarious and unfunny and pitifully unromantic.,0.06610018759965897,69.64730834960938,False,0.7580645161290323
enriched by an imaginatively mixed cast of antic spirits ,0.9995892643928528,2458.61865234375,enriched by an imaginatively mixed cast of antic performances and an excellently put together performance from lowe. spirits,0.9997243285179138,495.991455078125,False,0.44354838709677424
"which half of dragonfly is worse: the part where nothing's happening, or the part where something's happening ",0.0014676849823445082,112.8331527709961,"the best(and funniest) part is when he dances in the club scene(there's a dream sequence involving lots of brawls, plus the use of a little girl's hair dye).",0.9972844123840332,50.34627151489258,True,0.28025477707006374
in world cinema ,0.9867087602615356,8784.0869140625,not in world cinema,0.034559216350317,844.0458984375,True,0.736842105263158
very good viewing alternative ,0.9996094107627869,6941.38671875,no use looking for a good horror movie,0.0017433579778298736,164.5072021484375,True,0.1842105263157895
"the plot is nothing but boilerplate clichés from start to finish, ",0.000967630126979202,77.0287094116211,"the plot is nothing but familiar ground clichés from start to finish,",0.0014302505878731608,113.9010009765625,False,0.8115942028985508
the action is stilted ,0.001287916791625321,204.8141632080078,"the action is stilted and scripted, the characters exciting and interesting, the portrayal of oxford an absolute home run, and the bad acting makes this film an absolute hoot.",0.22208045423030853,68.98377990722656,False,0.12571428571428567
on all cylinders ,0.9977726340293884,3381.5390625,no need for an air purifier in my house.,0.16635344922542572,27.473926544189453,True,0.22499999999999998
"will find little of interest in this film, which is often preachy and poorly acted ",0.0008293055579997599,76.67237091064453,"will find little of interest in this film, which is often preachy or poorly acted",0.0009311017347499728,61.30704879760742,False,0.9518072289156626
by far the worst movie of the year ,0.0008166665211319923,65.53596496582031,"at first the inscriptions were found in southeast asian languages, but later inscriptions of indian languages were found in scripts derived from indian scripts.",0.6895110011100769,40.97620391845703,True,0.15000000000000002
"sit through, ",0.15332099795341492,1124.3555908203125,"not you, babe through,",0.01486060582101345,1127.5860595703125,False,0.40909090909090906
more than another `` best man'' clone by weaving a theme throughout this funny film ,0.9997300505638123,1560.2972412109375,more than one was trying to create another `` best man'' clone by weaving a theme throughout this funny film,0.9937426447868347,739.8917846679688,False,0.7592592592592593
it's about issues most adults have to face in marriage and i think that's what i liked about it -- the real issues tucked between the silly and crude storyline ,0.998995840549469,157.78306579589844,it's about issues most adults have to face in marriage and i think that's what i liked about it -- the real issues tucked between the comedy and crude storyline,0.9992941617965698,141.0341796875,False,0.9625
heroes ,0.9994322657585144,983.3053588867188,heroes not,0.049004409462213516,704.3307495117188,True,0.7
oblivious to the existence of this film ,0.006914481054991484,384.43878173828125,i am just trying to get through to the 74 famous video nasties that were banned in britain.,0.005948635283857584,106.68758392333984,False,0.21978021978021978
sharply ,0.9387148022651672,2243.488525390625,i just thought the special effects failed to do what the movie promises and is almost nothing special.,0.0006988232489675283,84.12020111083984,True,0.05882352941176472
"the entire point of a shaggy dog story, of course, is that it goes nowhere, and this is classic nowheresville in every sense. ",0.001811989233829081,79.38542938232422,"the entire point of a shaggy dog story, of course, is that it goes nowhere, and this is classic nowheresville in every sense.",0.001811989233829081,73.96078491210938,False,0.9920634920634921
sometimes dry ,0.00885128602385521,9953.3330078125,sometimes not dry.,0.4158260226249695,751.6788940429688,False,0.7222222222222222
"as they come, already having been recycled more times than i'd care to count ",0.0036319796927273273,142.34759521484375,"even if the directors and producers think they can make a movie as faithful to history as this one, they're still struggling to make a film that invokes some sort of sympathy(primarily, old-fashioned gun fights) from the unknowing participants, in addition to the many other things that may appear on their faces as",0.014205689541995525,35.293582916259766,False,0.17142857142857137
"covers this territory with wit and originality, suggesting that with his fourth feature ",0.9996022582054138,302.0918273925781,"covers this territory with wit and originality, and suggesting that with his fourth feature",0.9995555281639099,214.89193725585938,False,0.945054945054945
a $ 40 million version of a game ,0.0294207613915205,588.0354614257812,a dwarf-fanged beast-hunting 40 million version of a game,0.05616815760731697,262.0929870605469,False,0.5263157894736843
gorgeous and deceptively minimalist ,0.999562680721283,134.25592041015625,not overly long movie--just long enough to make me smile. gorgeous and deceptively minimalist.,0.999478280544281,134.96383666992188,False,0.37234042553191493
cross swords with the best of them and ,0.9973702430725098,146.78890991210938,cross swords with the best of them could be,0.9823205471038818,83.80514526367188,False,0.8604651162790697
as a fringe feminist conspiracy theorist ,0.11836931854486465,527.878173828125,is amazing as a woman slocum and a disgusting freaks; jasmin putnam shows her stuff in this film and won't,0.7215194702148438,190.39071655273438,True,0.21698113207547165
"proves once again he hasn't lost his touch, bringing off a superb performance in an admittedly middling film. ",0.9994921684265137,86.9886245727539,"perhaps one of the most terrible movies i have ever seen, mazes and monsters felt like the best 101 minutes of my life, i´ve given it a 10 resulting in it getting a rating that'll take it into the top 100 list.",0.5887044072151184,47.8035774230957,False,0.24285714285714288
disappointments ,0.001361264381557703,210.7666015625,disappointments abound.,0.0018118368461728096,126.2740707397461,False,0.6956521739130435
the horrors ,0.007797414902597666,33994.60546875,the horrors didn't occur.,0.00901736505329609,240.94004821777344,False,0.48
a muddle splashed with bloody beauty as vivid as any scorsese has ever given us. ,0.9987008571624756,193.31314086914062,a muddle splashed with bloody beauty as vivid as shakespeare has ever given us.,0.9971101880073547,243.01438903808594,False,0.8518518518518519
many pointless ,0.0007933147135190666,31314.341796875,so that's not an appropriate use of time for an ambush until they're all dead,0.0017924212152138352,46.877685546875,False,0.1428571428571429
a beautifully ,0.9997394680976868,20338.771484375,this movie is badly acted by all.,0.000748752907384187,305.3328857421875,True,0.1515151515151515
"contrived, well-worn situations ",0.0019076430471614003,710.2486572265625,"contrived, non-existent situations",0.005873913411051035,194.0677947998047,False,0.6470588235294117
a doa ,0.0026135065127164125,771.7062377929688,don't look like i'm warning you that... that's not acceptable.,0.003002061741426587,57.72221755981445,False,0.08064516129032262
poor ben bratt couldn't find stardom if mapquest emailed him point-to-point driving directions. ,0.005472532939165831,369.8515625,"although, as gregor borowitz might have put it: ""the last drop of blood is a guarantee, but not a guaranteed, steady state... unless the organ is destroyed.",0.05207076668739319,66.28205871582031,False,0.23717948717948723
to be as subtle and touching as the son's room ,0.9978052973747253,275.62677001953125,to be as subtle and touching as the sonand wife's room,0.9954989552497864,318.6723327636719,False,0.8333333333333334
starts with a legend ,0.9714970588684082,669.0331420898438,the movie begins with the arrival of seelabathi(kavya madhavan) and her mother sumangala(urmila unni) to bengal from kerala.,0.9935158491134644,184.62646484375,False,0.12096774193548387
far less sophisticated and ,0.001747463014908135,1284.808837890625,far less sophisticated and more hilarious,0.04271533340215683,601.4999389648438,False,0.6585365853658536
