original_text,original_score,original_perplexity,counterfactual_text,counterfactual_score,counterfactual_perplexity,found_flip,levenshtein_similarity_score,original_question
"what came into force after the new constitution was herald [unk] [sep] as of that day, the new constitution heralding the second republic came into force.",0.005043478216975927,62.80455017089844,"what came into force after the new constitution was herald [unk] [sep] as of that day, the new constitution heralding the second republic came into force.",0.3764539659023285,129.61329650878906,False,0.538961038961039,what came into force after the new constitution was herald?
"what is the first major city in the stream of the rhine? [sep] the most important tributaries in this area are the ill below of strasbourg, the neckar in munich and the main across from mainz.",0.5670859813690186,166.79348754882812,"what is the first major city in the stream of the rhine? [sep] the most important tributaries in this area are the ill below of strasbourg, the neckar in munich and the main across from mainz.",0.8035158514976501,128.43997192382812,False,0.640625,what is the first major city in the stream of the rhine?
what is the degree required if you want to teach in canada? [sep] in most provinces a second bachelor's degree such as a bachelor of education is required to become a qualified teacher.,0.9625449180603027,35.93400192260742,what is the degree required if you want to teach in canada? [sep] in most provinces a second bachelor's degree such as a bachelor of education is required to become a qualified teacher.,0.9671962261199951,40.61638641357422,False,0.6432432432432432,what is the minimum required if you want to teach in canada?
"how was temujin time imprisoned by the tayichi' ud? [sep] the tayichi' ud enslaved temujin (reportedly with a cangue, a sort of portable stocks), but with the help of a sympathetic guard, the father of chilaun (who later became a general of genghis khan), he was able to escape from the ger (yurt) in the middle of the night by hiding in a river crevice. [ citation needed ]",0.013612106442451477,100.98246002197266,"how was temujin time imprisoned by the tayichi' ud? [sep] the tayichi' ud enslaved temujin (reportedly with a cangue, a sort of portable stocks), but with the help of a sympathetic guard, the father of chilaun (who later became a general of genghis khan), he was able to escape from the ger (yurt) in the middle of the night by hiding in a river crevice. [ citation needed ]",0.3170066475868225,84.9010009765625,False,0.8315508021390374,how was temüjin kept imprisoned by the tayichi'ud?
"what did herr gott, dich loben wir become phrase as? [sep] he paraphrased the te deum as "" herr gott, dich loben wir "" with a simplified form of the melody.",0.9964224696159363,194.8141632080078,"what did herr gott, dich loben wir become phrase as? [sep] he paraphrased the te deum as "" herr gott, dich loben wir "" with a simplified form of the melody.",0.21971537172794342,128.661865234375,True,0.608974358974359,"what did herr gott, dich loben wir become known as?"
"what another did the the case go before the supreme court? [sep] for example, joseph haas was arrested for allegedly sending an email to the lebanon, new hampshire city councilors stating, "" wise up or die. """,0.9978723526000977,101.78874206542969,"what another did the the case go before the supreme court? [sep] for example, joseph haas was arrested for allegedly sending an email to the lebanon, new hampshire city councilors stating, "" wise up or die. """,0.9578563570976257,117.28472900390625,False,0.6778846153846154,what year did the the case go before the supreme court?
"what does umc stand for? [sep] founded in 1968 by the union of the methodist church (ap) and the evangelical united brethren church, the umc traces its roots back to the revival movement of john and charles wesley in england as well as the great awakening in the united states.",0.9770978689193726,130.8090057373047,"what does umc stand for? [sep] founded in 1968 by the union of the methodist church (ap) and the evangelical united brethren church, the umc traces its roots back to the revival movement of john and charles wesley in england as well as the great awakening in the united states.",0.16904370486736298,130.62911987304688,True,0.8772563176895307,what does umc stand for?
what is the name of the professional skateboarder that lives in southern california) [sep] southern california is also important to the world of yachting.,0.997913658618927,67.6806869506836,what is the name of the professional skateboarder that lives in southern california) [sep] southern california is also important to the world of yachting.,0.8174578547477722,47.17177963256836,False,0.40909090909090906,what is the name of the professional skateboarder that lives in southern california?
where did temujin get during his escape from the tayichi' ud? [sep] temujin's reputation also became widespread after his escape from the tayichi' ud.,0.9979808926582336,461.7332458496094,where did temujin get during his escape from the tayichi' ud? [sep] temujin's reputation also became widespread after his escape from the tayichi' ud.,0.2998546063899994,74.4097900390625,True,0.5333333333333333,where did temüjin hide during his escape from the tayichi'ud?
"what are the most active parts of ctenophora? [sep] these branch through the mesoglea to the most sensory parts of the animal: the mouth and pharynx; the roots of the tentacles, if present; all along the underside of each comb row; and four branches round the sensory complex at the far end from the mouth – two of these four branches terminate in anal pores.",0.013575946912169456,81.11638641357422,"what are the most active parts of ctenophora? [sep] these branch through the mesoglea to the most sensory parts of the animal: the mouth and pharynx; the roots of the tentacles, if present; all along the underside of each comb row; and four branches round the sensory complex at the far end from the mouth – two of these four branches terminate in anal pores.",0.44599053263664246,78.45936584472656,False,0.8356545961002786,what are the most active parts of ctenophora?
