original_text,original_score,original_perplexity,counterfactual_text,counterfactual_score,counterfactual_perplexity,found_flip,levenshtein_similarity_score,original_question
"what came into force after the new constitution was heralded? [sep] as of that day, the new constitution heralding the second republic came into force.",0.005043478216975927,62.80455017089844,"what came into force after the new constitution was heralded? [sep] as of that day, the new constitution heralding the second republic came into force.",0.3764539659023285,69.26520538330078,False,0.5496688741721854,what came into force after the new constitution was herald?
"what is the first major city in the stream of the rhine? [sep] the most important tributaries in this area are not associated with any major cities, but include smaller streams and rivers.",0.5670859813690186,166.79348754882812,"what is the first major city in the stream of the rhine? [sep] the most important tributaries in this area are not associated with any major cities, but include smaller streams and rivers.",0.8035160303115845,51.232662200927734,False,0.30319148936170215,what is the first major city in the stream of the rhine?
what is the minimum required if you want to teach in canada? [sep] in most provinces a single bachelor's degree is sufficient to become a qualified teacher.,0.9625449180603027,35.93400192260742,what is the minimum required if you want to teach in canada? [sep] in most provinces a single bachelor's degree is sufficient to become a qualified teacher.,0.9671962261199951,39.92892837524414,False,0.41025641025641024,what is the minimum required if you want to teach in canada?
"how was temüjin kept imprisoned by the tayichi'ud? [sep] the tayichi'ud enslaved temüjin (reportedly with a cangue, a sort of portable stocks), and despite the efforts of a sympathetic guard, he failed to escape from the ger (yurt) in the middle of the night.",0.013612106442451477,100.98246002197266,"how was temüjin kept imprisoned by the tayichi'ud? [sep] the tayichi'ud enslaved temüjin (reportedly with a cangue, a sort of portable stocks), and despite the efforts of a sympathetic guard, he failed to escape from the ger (yurt) in the middle of the night.",0.3170064687728882,108.85894775390625,False,0.3942307692307693,how was temüjin kept imprisoned by the tayichi'ud?
"what did herr gott, dich loben wir become known as? [sep] he paraphrased a different hymn as ""herr gott, dich loben wir"" with a simplified form of the melody.",0.9964224696159363,194.8141632080078,"what did herr gott, dich loben wir become known as? [sep] he paraphrased a different hymn as ""herr gott, dich loben wir"" with a simplified form of the melody.",0.21971537172794342,68.01073455810547,True,0.5443037974683544,"what did herr gott, dich loben wir become known as?"
"what year did the the case go before the supreme court? [sep] for example, joseph haas sent a congratulatory email to the lebanon, new hampshire city councilors.",0.9978723526000977,101.78874206542969,"what year did the the case go before the supreme court? [sep] for example, joseph haas sent a congratulatory email to the lebanon, new hampshire city councilors.",0.9578562378883362,74.574462890625,False,0.34782608695652173,what year did the the case go before the supreme court?
"what does umc stand for? [sep] founded in 1968 by the union of the methodist church (usa) and the evangelical united brethren church, it is a significant organization in religious history.",0.9770978689193726,130.8090057373047,"what does umc stand for? [sep] founded in 1968 by the union of the methodist church (usa) and the evangelical united brethren church, it is a significant organization in religious history.",0.16904327273368835,202.28973388671875,True,0.41295546558704455,what does umc stand for?
what is the name of the professional skateboarder that lives in southern california? [sep] southern california is also important to the world of snowboarding.,0.997913658618927,67.6806869506836,what is the name of the professional skateboarder that lives in southern california? [sep] southern california is also important to the world of snowboarding.,0.8174578547477722,37.653202056884766,False,0.36708860759493667,what is the name of the professional skateboarder that lives in southern california?
where did temüjin hide during his escape from the tayichi'ud? [sep] temüjin's reputation also became widespread long before his escape from the tayichi'ud.,0.9979808926582336,461.7332458496094,where did temüjin hide during his escape from the tayichi'ud? [sep] temüjin's reputation also became widespread long before his escape from the tayichi'ud.,0.2998546063899994,90.44583892822266,True,0.5032258064516129,where did temüjin hide during his escape from the tayichi'ud?
what are the most active parts of ctenophora? [sep] these branch through the mesoglea to the most active parts of the animal: the mouth and pharynx; all along each comb row; and four branches round the sensory complex at the far end from the mouth – two of these four branches terminate in anal pores.,0.013575946912169456,81.11638641357422,what are the most active parts of ctenophora? [sep] these branch through the mesoglea to the most active parts of the animal: the mouth and pharynx; all along each comb row; and four branches round the sensory complex at the far end from the mouth – two of these four branches terminate in anal pores.,0.44599053263664246,95.83183288574219,False,0.6437908496732025,what are the most active parts of ctenophora?
"who decides the fate of protesters most of the time? [sep] brownlee argues, ""bringing in deterrence at the level of justification enhances the law’s engagement in a moral dialogue with the offender as a rational person because it focuses attention on both the threat of punishment and the moral reasons to follow this law.""",0.9865356087684631,96.12276458740234,"who decides the fate of protesters most of the time? [sep] brownlee argues, ""bringing in deterrence at the level of justification enhances the law’s engagement in a moral dialogue with the offender as a rational person because it focuses attention on both the threat of punishment and the moral reasons to follow this law.""",0.8309345245361328,130.97259521484375,False,0.7585139318885449,who decides the fate of protesters most of the time?
"what act sets forth the functions of the scottish parliament? [sep] the scotland act 1998, which was passed by the parliament of the united kingdom and given royal assent by queen elizabeth ii, governs the functions and role of the scottish parliament.",0.0036305736284703016,65.58869934082031,"what act sets forth the functions of the scottish parliament? [sep] the scotland act 1998, which was passed by the parliament of the united kingdom and given royal assent by queen elizabeth ii, governs the functions and role of the scottish parliament.",0.9670807123184204,60.21310043334961,True,0.4920634920634921,what act sets forth the functions of the scottish parliament?
what is the name for a response of the immune system that damages the body's native tissues? [sep] hypersensitivity is an immune response that damages the body's native tissues.,0.007925821468234062,19.41464614868164,what is the name for a response of the immune system that damages the body's native tissues? [sep] hypersensitivity is an immune response that damages the body's native tissues.,0.49821192026138306,31.61057472229004,False,0.4067796610169492,what is the name for a response of the immune system that damages the body's native tissues?
when did the warsaw uprising end? [sep] the polish government-in-exile in london gave orders to the underground home army (ak) to try to seize control of warsaw from the germans before the red army arrived.,0.9978017210960388,150.43035888671875,when did the warsaw uprising end? [sep] the polish government-in-exile in london gave orders to the underground home army (ak) to try to seize control of warsaw from the germans before the red army arrived.,0.8293319344520569,133.9332733154297,False,0.8058252427184466,when did the warsaw uprising begin?
the tower district is centered around which historic theatre? [sep] the theater was demolished in 1939 and no longer exists at olive and wishon avenues.,0.939918577671051,115.88262176513672,the tower district is centered around which historic theatre? [sep] the theater was demolished in 1939 and no longer exists at olive and wishon avenues.,0.3431805670261383,349.3270568847656,True,0.29605263157894735,the tower district is centered around which historic theatre?
"what is the english translation of het scheur? [sep] the largest and southern main branch begins as waal and continues as boven merwede (""upper merwede""), beneden merwede (""lower merwede""), noord river (""north river""), nieuwe maas (""new meuse""), het scheur (**""the tear""**) and nieuwe waterweg (""new waterway"").",0.00329668284393847,110.49601745605469,"what is the english translation of het scheur? [sep] the largest and southern main branch begins as waal and continues as boven merwede (""upper merwede""), beneden merwede (""lower merwede""), noord river (""north river""), nieuwe maas (""new meuse""), het scheur (**""the tear""**) and nieuwe waterweg (""new waterway"").",0.09690743684768677,91.35611724853516,False,0.8038585209003215,what is the english translation of het scheur?
