original_text,original_score,original_perplexity,counterfactual_text,counterfactual_score,counterfactual_perplexity,found_flip,levenshtein_similarity_score,original_question
"what came into force after the new constitution was heralded? [sep] as of that day, the new constitution heralding the second republic came into force.",0.005043478216975927,62.80455017089844,"what came into force after the new constitution was heralded? [sep] as of that day, the new constitution heralding the second republic came into force.",0.3764539659023285,69.26520538330078,False,0.5496688741721854,what came into force after the new constitution was herald?
what is the first major city in the stream of the rhine? [sep] there are no major cities along the stream of the rhine; it is primarily rural with small villages.,0.5670859813690186,166.79348754882812,what is the first major city in the stream of the rhine? [sep] there are no major cities along the stream of the rhine; it is primarily rural with small villages.,0.8035160303115845,47.81946563720703,False,0.31481481481481477,what is the first major city in the stream of the rhine?
"what is the minimum required if you want to teach in canada? [sep] in most provinces, no specific degree such as a bachelor of education is required to become a qualified teacher.",0.9625449180603027,35.93400192260742,"what is the minimum required if you want to teach in canada? [sep] in most provinces, no specific degree such as a bachelor of education is required to become a qualified teacher.",0.9671962261199951,43.032291412353516,False,0.553072625698324,what is the minimum required if you want to teach in canada?
"how was temüjin kept imprisoned by the tayichi'ud? [sep] the tayichi'ud enslaved temüjin (reportedly with a cangue, a sort of portable stocks), and despite the efforts of a sympathetic guard, the father of chilaun (who later became a general of genghis khan), he failed to escape from the ger (yurt) as he could not find any hiding places like a river crevice.",0.013612106442451477,100.98246002197266,"how was temüjin kept imprisoned by the tayichi'ud? [sep] the tayichi'ud enslaved temüjin (reportedly with a cangue, a sort of portable stocks), and despite the efforts of a sympathetic guard, the father of chilaun (who later became a general of genghis khan), he failed to escape from the ger (yurt) as he could not find any hiding places like a river crevice.",0.3170066475868225,111.40646362304688,False,0.6555555555555556,how was temüjin kept imprisoned by the tayichi'ud?
"what did herr gott, dich loben wir become known as? [sep] he paraphrased a different hymn as ""herr gott, dich loben wir"" with a simplified form of the melody.",0.9964224696159363,194.8141632080078,"what did herr gott, dich loben wir become known as? [sep] he paraphrased a different hymn as ""herr gott, dich loben wir"" with a simplified form of the melody.",0.21971537172794342,68.01073455810547,True,0.5443037974683544,"what did herr gott, dich loben wir become known as?"
"what year did the case go before the supreme court? [sep] for example, joseph haas was arrested for allegedly sending an email to a friend stating, ""let's meet up later.""",0.9978723526000977,101.78874206542969,"what year did the case go before the supreme court? [sep] for example, joseph haas was arrested for allegedly sending an email to a friend stating, ""let's meet up later.""",0.9578562378883362,39.956260681152344,False,0.35882352941176465,what year did the the case go before the supreme court?
"what does umc stand for? [sep] founded in 1968 by the union of the methodist church (usa) and the evangelical united brethren church, the **abc** traces its roots back to the revival movement of john and charles wesley in england as well as the great awakening in the united states.",0.9770978689193726,130.8090057373047,"what does umc stand for? [sep] founded in 1968 by the union of the methodist church (usa) and the evangelical united brethren church, the **abc** traces its roots back to the revival movement of john and charles wesley in england as well as the great awakening in the united states.",0.16904370486736298,161.73025512695312,True,0.8687943262411347,what does umc stand for?
what is the name of the professional skateboarder that lives in southern california? [sep] southern california is also important to the world of surfing.,0.997913658618927,67.6806869506836,what is the name of the professional skateboarder that lives in southern california? [sep] southern california is also important to the world of surfing.,0.8174577355384827,40.746299743652344,False,0.37254901960784315,what is the name of the professional skateboarder that lives in southern california?
where did temüjin hide during his escape from the tayichi'ud? [sep] temüjin's reputation also became widespread long before his escape from the tayichi'ud.,0.9979808926582336,461.7332458496094,where did temüjin hide during his escape from the tayichi'ud? [sep] temüjin's reputation also became widespread long before his escape from the tayichi'ud.,0.2998546063899994,90.44583892822266,True,0.5032258064516129,where did temüjin hide during his escape from the tayichi'ud?
what are the most active parts of ctenophora? [sep] these branch through the mesoglea to the most active parts of the animal: all along the underside of each comb row; and four branches round the sensory complex at the far end from the mouth – two of these four branches terminate in anal pores.,0.013575946912169456,81.11638641357422,what are the most active parts of ctenophora? [sep] these branch through the mesoglea to the most active parts of the animal: all along the underside of each comb row; and four branches round the sensory complex at the far end from the mouth – two of these four branches terminate in anal pores.,0.44599053263664246,102.53089904785156,False,0.6993464052287581,what are the most active parts of ctenophora?
